id,category,sub_category,topic,survey_type,question_english,question_korean,question_short,question_type_kor,question_type_eng,tag,created_at,updated_at,audio_url
FOD_GEN_COM_RTN_02,일반,-,음식,공통형,How do you usually go about shopping for healthy ingredients? Describe the specific steps and preparations you take when cooking a healthy meal at home.,건강한 재료를 구입할 때 보통 어떻게 하시나요? 집에서 건강한 식사를 준비할 때 구체적으로 어떤 단계와 준비 과정을 거치는지 설명해주세요.,건강식 재료 구매·조리 과정,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:38.985943+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FOD_GEN_COM_RTN_02.mp3
FOD_GEN_COM_RTN_03,일반,-,음식,공통형,"Tell me about your daily eating habits. What types of food do you regularly consume, and where do you typically have your meals?","평소 식습관에 대해 말씀해주세요. 어떤 음식을 자주 드시고, 주로 어디에서 식사를 하시나요?",일상 식습관과 식사 장소,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:38.996642+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FOD_GEN_COM_RTN_03.mp3
FOD_GEN_COM_SPC_08,일반,-,음식,공통형,"Tell me about a memorable experience you had while having a meal, whether it was exceptionally good or completely disastrous. What exactly happened during that time, and what made the incident so unforgettable? Please describe everything in as much detail as possible.","식사 중에 겪었던 인상 깊은 경험에 대해 이야기해 주세요. 아주 좋았거나 완전히 엉망이었던 경험 모두 괜찮습니다. 그때 어떤 일이 있었고, 왜 잊지 못하는지 최대한 자세히 설명해 주세요.",기억에 남는 식사 경험,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:38.995106+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FOD_GEN_COM_SPC_08.mp3
FOD_GEN_COM_SPC_09,일반,-,음식,공통형,"Sometimes our dining plans don't work out as expected, like a restaurant losing a reservation or a delivery arriving with missing items. Tell me a story about a time when a meal plan went wrong for you. Explain the issue and detail the steps you took to resolve the situation from beginning to end.","식사 계획이 예상과 다르게 진행된 적이 있으신가요? 예를 들어 예약이 누락되거나 배달 음식에 빠진 게 있었던 경험 등, 그때 어떤 문제가 있었고 어떻게 해결했는지 처음부터 끝까지 이야기해 주세요.",식사 계획 실패 및 해결,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:38.994357+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FOD_GEN_COM_SPC_09.mp3
FRA_RP_COM_Q11_01,롤플레이,Q11,친구약속,공통형,"I'd like to give you a situation and ask you to act it out. You want to hang out with a friend this weekend. Call your friend and ask three or four questions to figure out the exact time, location, and what you guys should do when you meet up.","상황을 드릴 테니 역할극을 해주세요. 이번 주말에 친구와 만날 계획입니다. 친구에게 전화를 걸어 만날 정확한 시간, 장소, 그리고 무엇을 할지 등 세 가지 또는 네 가지 질문을 해주세요.",주말 만남 계획 질문,질문하기,rp_11,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.008978+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRA_RP_COM_Q11_01.mp3
FRA_RP_COM_Q12_02,롤플레이,Q12,친구약속,공통형,"I'm sorry, but there is a problem which I'll need you to resolve. You just realized that you won't be able to meet your friend at the agreed-upon time and place. Call your friend, explain the mix-up, and give two or three alternatives to reschedule the meetup.","죄송하지만 해결해야 할 문제가 있습니다. 친구와 약속한 시간과 장소에 만날 수 없다는 사실을 이제야 알게 됐습니다. 친구에게 전화해서 혼동이 생긴 상황을 설명하고, 만남을 다시 잡을 수 있는 두세 가지 대안을 제시해 주세요.",약속 시간·장소 변경 제안,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:38.9884+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRA_RP_COM_Q12_02.mp3
FRA_RP_COM_SPC_03,롤플레이,Q13,친구약속,공통형,"That's the end of the situation. Can you recall a time when you had free time and made plans, but they got ruined by bad weather or urgent chores? How did you handle the disappointment when things didn't turn out as you expected?","여유 시간이 생겨 계획을 세웠지만, 날씨가 나쁘거나 갑작스러운 집안일로 계획이 망가진 적이 있나요? 기대와 달리 일이 풀리지 않았을 때 어떻게 대처했는지 이야기해 주세요.",계획 무산 및 실망 대처,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:38.985761+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRA_RP_COM_SPC_03.mp3
FRN_GEN_COM_CHILD_03,일반,-,가구,공통형,"Tell me about the furniture you grew up with in your childhood home. How was it different from the pieces you own today? Describe what the interior of your house looked like back then in as much detail as possible, focusing on any changes in style or functionality.",어린 시절 집에 있던 가구에 대해 말씀해주세요. 지금 가지고 있는 가구와 어떻게 달랐나요? 그 당시 집의 인테리어 모습과 스타일이나 기능상의 변화도 자세히 설명해주세요.,어릴 때 집 가구와 현재 비교,경험_어릴적/처음,past_childhood,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:38.993957+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRN_GEN_COM_CHILD_03.mp3
FRN_GEN_COM_DESC_01,일반,-,가구,공통형,Tell me about the various pieces of furniture you currently have in your home. Do you have a specific item that is your absolute favorite? Please describe what it looks like and why you like it so much.,"현재 집에 있는 다양한 가구에 대해 말씀해주세요. 그 중에서 가장 좋아하는 가구가 있다면 어떤 것인지, 그 가구의 생김새와 왜 그렇게 좋아하는지도 설명해 주세요.",집 가구와 가장 좋아하는 가구,묘사,description,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:38.990274+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRN_GEN_COM_DESC_01.mp3
FRN_GEN_COM_RTN_02,일반,-,가구,공통형,Tell me about your daily routine involving the furniture in your house. What kind of activities do you usually do using your furniture from morning until night?,집에 있는 가구를 이용한 하루 일과에 대해 말해주세요. 아침부터 저녁까지 가구를 사용해서 보통 어떤 활동을 하나요?,가구 활용 일상 루틴,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.353263+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRN_GEN_COM_RTN_02.mp3
FRN_GEN_COM_SPC_04,일반,-,가구,공통형,"Sometimes, unexpected issues arise with our home furniture, such as broken parts or stained fabric. Tell me about a specific time when you experienced a problem with a piece of furniture. Describe exactly what went wrong and explain how you managed to fix or resolve the situation.","집안 가구에 문제가 생겼던 구체적인 경험에 대해 말씀해 주세요. 어떤 문제가 있었고, 그 상황을 어떻게 해결했는지 자세히 설명해 주세요.",가구 문제 경험 및 해결,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.353287+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRN_GEN_COM_SPC_04.mp3
FRN_RP_COM_Q11_01,롤플레이,Q11,가구,공통형,"I'd like to give you a situation and ask you to act it out. You are at a store looking to purchase some new furniture for your house. You spot an item you really like, but you need more details. Approach a salesperson and ask three or four questions to get all the information you need before making a decision.",상황을 드릴 테니 역할극을 해주세요. 집에 둘 새 가구를 사려고 가게에 왔습니다. 마음에 드는 물건을 발견했지만 더 자세한 정보가 필요합니다. 판매원에게 다가가서 구매 전 꼭 알아야 할 점을 세 가지 또는 네 가지 질문으로 확인해보세요.,가구 구매 전 정보 문의,질문하기,rp_11,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.362118+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRN_RP_COM_Q11_01.mp3
FRN_RP_COM_Q12_02,롤플레이,Q12,가구,공통형,"I'm sorry, but there is a problem which I'll need you to resolve. Your newly purchased furniture was just delivered, but you notice a serious defect. Call the furniture store, describe the exact problem in detail, and suggest two or three ways to resolve the issue as quickly as possible.","죄송하지만 해결해야 할 문제가 있습니다. 새로 구입한 가구가 배송되었는데 심각한 결함이 있습니다. 가구점에 전화해서 문제를 자세히 설명하고, 신속하게 해결할 수 있는 두세 가지 방법을 제안해주세요.",가구 결함 신속 해결 방안,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.349045+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRN_RP_COM_Q12_02.mp3
FRN_RP_COM_Q12_03,롤플레이,Q12,가구,공통형,"I'm sorry, but there is a problem which I'll need you to resolve. After placing your new furniture in your house, you realize you really don't like how it looks. Call the store, explain why you are dissatisfied with the item, and propose a couple of solutions, such as a return or an exchange.","죄송하지만 해결해야 할 문제가 있습니다. 새 가구를 집에 놓아보니 마음에 들지 않습니다. 매장에 전화해서 불만족한 이유를 설명하고, 반품이나 교환 등 두 가지 해결책을 제안해주세요.",가구 불만족 해결책 제안,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.351279+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRN_RP_COM_Q12_03.mp3
FRN_RP_COM_SPC_04,롤플레이,Q13,가구,공통형,"That's the end of the situation. Have you ever purchased a piece of furniture that completely failed to meet your expectations? For example, the color might have been off, or it was too big for your room. Tell me about a time when you encountered a problem with a newly bought furniture item.","구입한 가구가 기대에 미치지 못했던 적이 있나요? 예를 들어, 색상이 다르거나 방에 너무 컸던 경우 등 새 가구에서 문제가 있었던 경험을 말씀해 주세요.",가구 구매 후 실망 경험,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.356824+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRN_RP_COM_SPC_04.mp3
FRN_RP_COM_SPC_05,롤플레이,Q13,가구,공통형,That's the end of the situation. Have you ever found yourself in a similar spot? Have you ever bought a product for your house or yourself that ended up being a huge disappointment or defective? Tell me everything about what went wrong and how you managed to fix the problem.,"비슷한 경험이 있나요? 집이나 자신을 위해 산 제품이 크게 실망스럽거나 불량이었던 적이 있다면, 무엇이 문제였고 어떻게 해결했는지 모두 말씀해 주세요.",불량/실망스러운 제품 경험,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.357633+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRN_RP_COM_SPC_05.mp3
FRT_GEN_COM_CMP_03,일반,-,자유시간,공통형,Do you have more or less free time now compared to when you were younger? Describe for me how the amount of your leisure time and your hobbies have changed over the years.,"지금은 어릴 때보다 자유 시간이 더 많으신가요, 아니면 적으신가요? 여가 시간과 취미 생활이 어떻게 변해왔는지 설명해주세요.",여가 시간과 취미 변화,비교,comparison,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.348956+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRT_GEN_COM_CMP_03.mp3
FRT_GEN_COM_DESC_01,일반,-,자유시간,공통형,"Tell me about the popular leisure destinations where locals enjoy spending their time off. Do they prefer hanging out at urban parks, coastal areas, or entertainment venues?","현지인들이 여가 시간을 보내기 위해 즐겨 찾는 인기 휴식 장소에 대해 말씀해 주세요. 도시 공원, 해안가, 오락 시설 중 어디를 더 선호하나요?",인기 여가·휴식 장소 소개,묘사,description,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.350746+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRT_GEN_COM_DESC_01.mp3
FRT_GEN_COM_RCT_04,일반,-,자유시간,공통형,"Tell me about the last time you had some free time. What kind of memorable leisure activity did you engage in, and who did you spend those relaxing hours with? Tell me everything that made that day special.","최근에 자유 시간이 있었던 경험에 대해 말씀해주세요. 어떤 기억에 남는 여가 활동을 했고, 누구와 함께 시간을 보냈나요? 그날을 특별하게 만든 모든 점을 이야기해 주세요.",최근 여가 시간 활동,경험_최근,past_recent,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.347984+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRT_GEN_COM_RCT_04.mp3
FRT_GEN_COM_RTN_02,일반,-,자유시간,공통형,What do people in your country usually do to relax during their free time? Describe some of the most popular hobbies and pastimes they engage in.,여가 시간에 사람들이 보통 어떻게 휴식을 취하나요? 인기 있는 취미나 여가 활동에 대해 설명해 주세요.,여가 시간 인기 취미,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.700178+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FRT_GEN_COM_RTN_02.mp3
FSH_GEN_COM_CMP_04,일반,-,패션,공통형,"Fashion trends are constantly changing. Tell me about the types of clothing that were considered trendy when you were a teenager. What did those outfits look like, and how were those styles different from the fashion we see today?","패션 트렌드는 끊임없이 변합니다. 10대 시절 유행했던 옷차림에 대해 말해주세요. 그 당시 스타일은 어땠고, 지금의 패션과는 어떻게 달랐나요?",10대 시절 패션과 현재 비교,비교,comparison,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.70196+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FSH_GEN_COM_CMP_04.mp3
FSH_GEN_COM_DESC_01,일반,-,패션,공통형,What are the common fashion trends among the people in your country? Is there a noticeable difference between professional attire and casual weekend outfits? Tell me about their everyday clothing choices.,귀하의 나라에서 흔히 볼 수 있는 패션 트렌드는 무엇인가요? 직장 복장과 주말 캐주얼 복장에 차이가 있는지도 말씀해 주세요. 사람들이 평소에 입는 옷차림에 대해 설명해 주세요.,국민 패션 트렌드 및 복장,묘사,description,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.70885+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FSH_GEN_COM_DESC_01.mp3
FSH_GEN_COM_DESC_02,일반,-,패션,공통형,"What specific types of garments do you personally prefer to wear? Describe the outfit you have on right now, and explain what your overall fashion sense is like.","개인적으로 선호하는 옷의 종류는 무엇인가요? 지금 입고 있는 옷차림을 묘사하고, 본인의 전체적인 패션 스타일에 대해 말씀해 주세요.",선호 옷차림 및 패션 스타일,묘사,description,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.701302+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FSH_GEN_COM_DESC_02.mp3
FSH_GEN_COM_RCT_05,일반,-,패션,공통형,"Tell me about the last time you went shopping for a new piece of clothing. Which store did you visit, and what exact items did you end up buying? Give me all the details of the story, including any issues you had finding the right fit.","최근에 새 옷을 사러 쇼핑했던 경험에 대해 말씀해주세요. 어느 매장을 방문했고, 어떤 옷을 샀나요? 사이즈 선택 등 어려웠던 점까지 모든 과정을 자세히 이야기해 주세요.",최근 의류 쇼핑 경험,경험_최근,past_recent,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.700645+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FSH_GEN_COM_RCT_05.mp3
FSH_GEN_COM_RTN_03,일반,-,패션,공통형,"Tell me about your fashion shopping habits. Where do you typically go to buy new clothes, and what is your usual process for choosing items to purchase?","패션 쇼핑을 할 때 본인의 습관에 대해 말씀해 주세요. 주로 어디에서 새 옷을 구매하고, 어떤 과정을 거쳐 옷을 고르시나요?",패션 쇼핑 습관 소개,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.697731+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FSH_GEN_COM_RTN_03.mp3
FVA_RP_SEL_Q11_01,롤플레이,Q11,친구휴가,선택형,I'd like to give you a situation and ask you to act it out. Your friend has recently returned from a long vacation in the United States. Call them up and ask three or four questions to hear all about their travel experiences and what they did there.,상황을 드릴 테니 역할극을 해주세요. 친구가 최근 미국에서 긴 휴가를 보내고 돌아왔습니다. 친구에게 전화해 여행에서 어떤 경험을 했는지 세 가지 또는 네 가지 질문을 해주세요.,미국 여행 경험 친구에게 질문,질문하기,rp_11,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.714929+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FVA_RP_SEL_Q11_01.mp3
FVA_RP_SEL_Q12_02,롤플레이,Q12,친구휴가,선택형,"I'm sorry, but there is a problem which I'll need you to resolve. Your friend invited you over tonight to look at their recent vacation photos, but you already have another commitment. Call your friend, explain why you can't make it this evening, and offer a couple of alternative times to meet up.","문제가 생겨 해결해주셔야 합니다. 친구가 오늘 밤 최근 여행 사진을 보여주려고 초대했지만, 이미 다른 일정이 있습니다. 친구에게 전화해 오늘 참석이 어려운 이유를 설명하고, 만날 수 있는 다른 시간을 두세 가지 제안해주세요.",약속 불참 및 대체 일정 제안,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.700423+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FVA_RP_SEL_Q12_02.mp3
FVA_RP_SEL_SPC_03,롤플레이,Q13,친구휴가,선택형,"That's the end of the situation. Tell me about a highly memorable trip you have taken in the past. When did it take place, and what was your destination? Tell me everything you did during the vacation, focusing on the moments that made it truly special.","가장 기억에 남는 여행에 대해 이야기해 주세요. 언제, 어디로 갔는지, 그리고 그 여행이 특별했던 순간들을 중심으로 어떤 경험을 했는지 모두 말씀해 주세요.",잊지 못할 여행 경험,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.748472+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/FVA_RP_SEL_SPC_03.mp3
GEO_ADV_COM_Q14_01,어드밴스,Q14,지형,공통형,"Think about a neighboring country that is geographically close to yours. In what significant ways has this nation changed over the years? Have there been major shifts in its economy, culture, or politics? Describe this country and its evolution in detail.","지리적으로 가까운 이웃 나라를 떠올려 보세요. 이 나라가 지난 세월 동안 어떤 중요한 변화들을 겪었나요? 경제, 문화, 정치 등에서 큰 변화가 있었나요? 이 나라와 그 변화 과정을 자세히 설명해 주세요.",이웃 나라 변화 설명,비교/변화,adv_14,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:39.703984+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_ADV_COM_Q14_01.mp3
GEO_ADV_COM_Q14_02,어드밴스,Q14,지형,공통형,"Tell me in detail about the recent changes you have observed regarding the relationship between your country and neighboring nations. These shifts could be related to economics, trade, culture, or politics. Please describe these developments in detail.","최근 귀하의 나라와 이웃 나라들 사이의 관계에서 어떤 변화가 있었는지 자세히 말씀해 주세요. 경제, 무역, 문화, 정치 등과 관련된 변화일 수 있습니다. 이러한 변화에 대해 구체적으로 설명해 주세요.",이웃 국가와 관계 변화,비교/변화,adv_14,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.096327+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_ADV_COM_Q14_02.mp3
GEO_ADV_COM_Q15_03,어드밴스,Q15,지형,공통형,Tell me in detail about a recent news story you've heard involving a country geographically close to yours. What exactly was the report about? Give me as much detail as you can and explain why this particular event is so significant.,"최근에 들은, 지리적으로 가까운 나라와 관련된 뉴스에 대해 자세히 말씀해주세요. 어떤 내용이었는지 최대한 구체적으로 설명하고, 이 사건이 왜 중요한지도 이야기해주세요.",인접국 관련 최근 뉴스,사회적이슈,adv_15,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.101194+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_ADV_COM_Q15_03.mp3
GEO_ADV_COM_Q15_04,어드밴스,Q15,지형,공통형,"I'd like you to think about a specific historic event that deeply affected the relationship between your country and a neighboring nation. It could be a major political treaty, a cultural exchange, or a presidential visit. Tell me the full story of what happened in detail.","귀하의 나라와 이웃 국가 사이에 큰 영향을 미친 역사적 사건을 하나 떠올려주세요. 정치적 조약, 문화 교류, 정상 방문 등 무엇이든 좋습니다. 그 사건의 전개 과정을 자세히 말씀해주세요.",이웃국과 관계 영향 사건,사회적이슈,adv_15,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.092288+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_ADV_COM_Q15_04.mp3
GEO_GEN_COM_CHILD_06,일반,-,지형,공통형,Describe an early memory you have involving your country's geography. Perhaps you visited a unique landform or a famous natural landmark with your family. Describe exactly what the scenery looked like and how you felt when you saw it.,"어린 시절 우리나라 지리와 관련된 기억을 이야기해주세요. 가족과 함께 독특한 지형이나 유명한 자연 명소를 방문한 적이 있나요? 그 풍경이 어땠고, 직접 봤을 때 어떤 기분이 들었는지 자세히 설명해주세요.",어릴 적 지리 관련 추억,경험_어릴적/처음,past_childhood,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.104751+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_GEN_COM_CHILD_06.mp3
GEO_GEN_COM_CHILD_07,일반,-,지형,공통형,I'd like you to pick a favorite geographical location or nature spot in your country from your childhood. Describe the landscape for me in detail. What are your fondest memories of visiting that place when you were young?,"어린 시절 좋아했던 우리나라의 지리적 장소나 자연 명소를 하나 골라주세요. 그곳의 풍경을 자세히 묘사하고, 어릴 때 그곳을 방문했던 가장 좋은 기억을 말씀해주세요.",어릴 적 좋아한 자연 명소,경험_어릴적/처음,past_childhood,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.092288+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_GEN_COM_CHILD_07.mp3
GEO_GEN_COM_CMP_05,일반,-,지형,공통형,"How has the overall landscape of your country changed over the past decade? Pick one specific area, such as urban development or the local environment, and explain in detail how it looks different now compared to ten years ago.",지난 10년 동안 귀하의 나라의 전반적인 풍경은 어떻게 변했나요? 도시 개발이나 지역 환경 등 한 가지 분야를 선택해서 10년 전과 지금이 어떻게 달라졌는지 자세히 설명해주세요.,10년간 풍경 변화 설명,비교,comparison,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.112077+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_GEN_COM_CMP_05.mp3
GEO_GEN_COM_DESC_01,일반,-,지형,공통형,"Describe the overall geographic features of your country. Does the landscape consist mostly of mountainous areas, coastlines, or rivers? What is the natural environment generally like?","귀하의 나라 전체적인 지리적 특징을 설명해 주세요. 산지, 해안, 강 중 어느 지형이 많은지, 그리고 자연환경은 대체로 어떤지 알려 주세요.",국가 지리적 특징과 환경,묘사,description,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.096472+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_GEN_COM_DESC_01.mp3
GEO_GEN_COM_DESC_02,일반,-,지형,공통형,"Tell me about a neighboring nation that borders your country. Describe its physical landscape, the characteristics of its citizens, and a few of its well-known cultural customs.","귀하의 나라와 국경을 접하고 있는 이웃 국가에 대해 말씀해 주세요. 그 나라의 지형, 국민들의 특징, 그리고 잘 알려진 문화적 관습 몇 가지를 설명해 주세요.",이웃 국가 특징 및 문화 설명,묘사,description,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.09956+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_GEN_COM_DESC_02.mp3
GEO_GEN_COM_RTN_03,일반,-,지형,공통형,"Tell me about the popular outdoor activities people enjoy in your country due to its geographical features. Do they usually go hiking, cycling, or swimming in nature?","귀하의 나라의 지리적 특성 때문에 사람들이 즐기는 인기 있는 야외 활동에 대해 말씀해주세요. 주로 등산, 자전거 타기, 자연에서 수영 등을 하나요?",지리별 인기 야외활동,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.096562+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_GEN_COM_RTN_03.mp3
GEO_GEN_COM_RTN_04,일반,-,지형,공통형,Please tell me about how people in your country typically spend their free time. What are some of the most common hobbies or leisure activities they engage in?,귀하의 나라 사람들은 보통 여가 시간을 어떻게 보내는지 말씀해주세요. 가장 흔한 취미나 여가 활동에는 어떤 것들이 있나요?,대표 여가·취미 활동,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.092707+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_GEN_COM_RTN_04.mp3
GEO_GEN_COM_SPC_08,일반,-,지형,공통형,"People often have moving or deeply memorable experiences when exploring nature. For example, you might have hiked up a steep mountain or visited a stunning coastline. Tell me the story of a memorable time you had while visiting a beautiful geographical landmark in your country.","자연을 탐험하면서 감동적이거나 깊이 기억에 남는 경험을 하는 경우가 많습니다. 예를 들어, 가파른 산을 등반하거나 아름다운 해안가를 방문한 적이 있을 수 있습니다. 국내의 아름다운 자연 명소를 방문했던 기억에 남는 경험에 대해 이야기해 주세요.",자연 명소 방문 특별 경험,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.462345+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GEO_GEN_COM_SPC_08.mp3
GRC_RP_COM_Q11_01,롤플레이,Q11,식료품점,공통형,I'd like to give you a situation and ask you to act it out. Your friend recently told you about a fantastic new grocery store in town. Call your friend and ask three or four questions to find out more details about this food market.,상황을 드릴 테니 역할극을 해주세요. 친구가 최근에 동네에 생긴 멋진 식료품점을 추천해줬습니다. 친구에게 전화해 그 식료품점에 대해 세 가지 또는 네 가지 질문을 해주세요.,새 식료품점 친구에게 문의,질문하기,rp_11,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.46614+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GRC_RP_COM_Q11_01.mp3
GRC_RP_COM_Q12_02,롤플레이,Q12,식료품점,공통형,"I'm sorry, but there is a problem which I'll need you to resolve. You just visited a new grocery store in your neighborhood, but when you got home, you realized the cashier forgot to bag some of your items. Call the store, explain the missing groceries, and make a few suggestions to solve the problem.","문제가 생겨 해결해주셔야 합니다. 동네에 새로 생긴 식료품점에 다녀왔는데, 집에 와보니 계산원이 일부 물건을 봉투에 담지 않은 것을 알게 되었습니다. 매장에 전화해 누락된 식료품에 대해 설명하고, 문제를 해결할 수 있는 몇 가지 방안을 제시해주세요.",식료품 누락 해결 요청,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:40.457706+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/GRC_RP_COM_Q12_02.mp3
